,Customer Name,Ratio Match,Ratio Score,Partial Ratio Match,Partial Score,Token Sort Match,Token Sort Score,Token Set Match,Token Set Score
7684,MARCHALL TAYLOR,,,,,,,,
7685,ALLSTATE FIRE & CAS INS CO,,,,,,,,
7686,INTAJ HARES,,,,,,,,
7687,AMERICAN ECONOMY INS CO,,,,,,,,
7688,CIRILLO WHITE,,,,,,,,
7689,HIMAYAT AMER,,,,,,,,
7690,RAJIH BILAL,,,,,,,,
7691,THA'LABAH MOHAMMADI,,,,,,,,
7692,RAFAY SALEEM,,,,,,,,
7693,SAIF AL DIN MOMIN,,,,,,,,
7694,FAYAAZ YOUSEF,,,YOUSEF ,100,,,YOUSEF ,100
7695,MSP KALA NAFT CA. TEHRAN,,,"MSP KALA NAFT CO. TEHRAN; MANUFACTURING SUPPORT & PROCUREMENT CO.-KALA NAFT; M.S.P.-KALA; KALA NAFT CO SSK; KALA NAFT COMPANY LTD; KALA NAFT TEHRAN; SHERKAT SAHAMI KHASS KALA NAFT; SHERKATE POSHTIBANI SAKHT VA TAHEIH KALAIE NAFTE TEHRAN; MSP KALANAFT; KALA NAFT TEHRAN COMPANY; SHERKAT SAHAMI KHASS POSHTIBANI VA TEHIYEH KALAYE NAFT TEHRAN; KALAYEH NAFT CO; MANUFACTURING SUPPORT AND PROCUREMENT (M.S.P.) KALA NAFT CO. TEHRAN; MSP KALA NAFT TEHRAN COMPANY; MANUFACTURING, SUPPORT AND PROCUREMENT KALA NAFT COMPANY; MSP-KALANAFT COMPANY; ",96,,,"MSP KALA NAFT CO. TEHRAN; MANUFACTURING SUPPORT & PROCUREMENT CO.-KALA NAFT; M.S.P.-KALA; KALA NAFT CO SSK; KALA NAFT COMPANY LTD; KALA NAFT TEHRAN; SHERKAT SAHAMI KHASS KALA NAFT; SHERKATE POSHTIBANI SAKHT VA TAHEIH KALAIE NAFTE TEHRAN; MSP KALANAFT; KALA NAFT TEHRAN COMPANY; SHERKAT SAHAMI KHASS POSHTIBANI VA TEHIYEH KALAYE NAFT TEHRAN; KALAYEH NAFT CO; MANUFACTURING SUPPORT AND PROCUREMENT (M.S.P.) KALA NAFT CO. TEHRAN; MSP KALA NAFT TEHRAN COMPANY; MANUFACTURING, SUPPORT AND PROCUREMENT KALA NAFT COMPANY; MSP-KALANAFT COMPANY; ",93
7696,INSURANCE COMPANY OF IL,,,IRAN INSURANCE COMPANY; BIMEH IRAN; ,87,,,IRAN INSURANCE COMPANY; BIMEH IRAN; ,85
7697,GULFAM JAMAL,,,,,,,,
7698,JOHN REYNOLDS,,,,,,,,
7699,ALEKSANDR SMITH,,,"RADKOV, ALEKSANDR MIKHAILOVICH; RADZKOU, ALEKSANDR MIKHAILAVICH; ",87,,,,
7700,BROOKE ADAMS,,,,,,,,
7701,JACKIE TAYLOR,,,,,,,,
7702,ELWOOD MARSHALL,,,,,,,,
7703,SHAMSHEER ASLAM,,,,,,,,
7704,ABDUL WAHID JALIL,,,,,,,,
7705,UTHMAN NEMAN,,,,,,,,
7706,AZAAN MASRI,,,,,,,,
7707,RUWAYFI SALAMA,,,,,,,,
7708,"AMERICAN SERVICE INS CO, INC.",,,,,,,,
7709,DARRYL ROBERTS,,,,,,,,
7710,UHBAN HALLAL,,,,,,,,
7711,MARKUS GRIFFITHS,,,,,,,,
7712,KIRK LEWIS,,,,,,,,
7713,ABDUS SUBBOOH ABID,,,,,,,,
7714,ABDUL-WAAJID FARAJ,,,,,,,,
7715,DAWID DAJANI,,,,,,,,
7716,MILL SMITH,,,,,,,,
7717,CENTRAL RESERVE LIFE INS CO,,,,,,,,
7718,TAMIKO WILLIAMS,,,,,,,,
7719,ASHAR HOSEIN,,,,,,,,
7720,NITHAR SHARIFF,,,,,,,,
7721,SULTAAN HARES,,,,,,,,
7722,FREDERICK MACKENZIE,,,,,,,,
7723,SHAKIR MOHAMMAD,,,"MAZHAR, MOHAMMED; MAZHAR, MOHAMMAD; MAHAZAR, MAULAWI MOHAMMAD; MAZHAR, MAULANA HAKIM MOHAMMAD; MAZHAR, MOLAVI MUHAMMAD; MAZAR, MAULANA; MAZHAR, MOLANA; MAZHAR, HAKIM; MAZHAR, HAKEEM MOHAMMAD; MAZAR, HAKIM MUHAMMED; ",87,,,,
7724,ALMAHDI MUHAMMAD,,,"'ALI, MUHAMMAD ",85,"'ALI, MUHAMMAD ",86,"'ALI, MUHAMMAD ",86
7725,YUNUS HALLAL,,,,,,,,
7726,ASTROMECH ,,,,,,,,
7727,HAWSHAB MALEK,,,,,,,,
7728,ROZELLA THOMAS,,,,,,,,
7729,SAFI MURAD,,,,,,,,
7730,AYAN SALIK,,,,,,,,
7731,MARC ROBINSON,,,,,,,,
7732,KENNITH SMITH,,,,,,,,
7733,MUFEED SAYED,,,,,,,,
7734,JULIUS TAYLOR,,,,,,,,
7735,AURTHUR PORTER,,,,,,,,
7736,HIBATULLAH SAMARA,,,MARA ,100,,,,
7737,ZUHAIR RAUF,,,,,,,,
7738,KAHIL FADEL,,,,,,,,
7739,JULIA THOMAS,,,,,,,,
7740,SPRINGSHIELD,,,,,,,,
7741,GAMAL ABED,,,,,,,,
7742,BANK-E DEY,,,DAY BANK; DEY BANK; ,90,,,DAY BANK; DEY BANK; ,89
7743,UQBAH SHABAZZ,,,,,,,,
7744,MADANIYAH NASSER,,,,,,,,
7745,GARNER WRIGHT,,,,,,,,
7746,UMRAN OMER,,,,,,,,
7747,UNITED SECURITY ASSURANCE CO OF PA,,,,,,,,
7748,CLEAVLAND WILLIAMS,,,,,,,,
7749,CULLEN JONES,,,,,,,,
7750,KHALLAD EID,,,,,,,,
7751,NASIR AL DIN AZAD,,,,,,,,
7752,NAHLEEJAH HUSSAIN,,,,,,,,
7753,AADIL SAAH,,,,,,,,
7754,QUTAYBAH SAAB,,,,,,,,
7755,OMAHA INDEMNITY COMPANY,,,,,,,,
7756,FREDDIE HERNANDEZ,,,,,,,,
7757,TRUMANN JONES,,,,,,,,
7758,YASAR YOUSSEF,,,,,,,,
7759,YAHYA ALLY,,,,,,,,
7760,TANWIR GABER,,,,,,,,
7761,AMERICAN HEALTHCARE SPECIALTY,,,,,,,,
7762,WALLACHE ROBINSON,,,,,,,,
7763,MUSLIH MONA,,,,,,,,
7764,RAJI SAMAAN,,,,,,,,
7765,JULIE HILL,,,,,,,,
7766,LAZARE DAVIES,,,,,,,,
7767,ISIDORE WOOD,,,,,,,,
7768,SAJID ABAD,,,,,,,,
7769,KORNEY SMITH,,,,,,,,
7770,USAA CASUALTY INSURANCE CO,,,,,,,,
7771,JOSE MANUEL FITCH TOVAR,,,,,"FITCH TOVAR, JOSE MANUEL ",100,"FITCH TOVAR, JOSE MANUEL ",100
7772,ORDER OF UNITED COMM TRAV,,,,,,,,
7773,REGAN EDWARDS,,,,,,,,
7774,RUSTIE THOMPSON,,,,,,,,
7775,JALAL AL DIN UDDIN,,,,,,,,
7776,KHATERA MAHDI,,,,,,,,
7777,EILIS WHITE,,,,,,,,
7778,YUSUF BAHRI,,,,,,,,
7779,PEBROOK SINGH,,,,,,,,
7780,SHERWOOD GRIFFITHS,,,,,,,,
7781,WAQAS SALIH,,,,,,,,
7782,REGAN SHAW,,,,,,,,
7783,FUDAIL SALAH,,,,,,,,
7784,ADEL BEN,,,"BEN SOLTANE, ADEL; BEN SOLTANE, ADEL BEN AL-AZHAR BEN YOUSSEF; ",88,,,"BEN SOLTANE, ADEL; BEN SOLTANE, ADEL BEN AL-AZHAR BEN YOUSSEF; ",100
7785,JIM EVANS,,,,,,,,
7786,ABDUL QAYYUM ABOOD,,,,,,,,
7787,MARYLAND CASUALTY COMPANY,,,,,,,,
7788,FUSAYLAH YUSUF,,,,,,,,
7789,MAMDUH RASHEED,,,,,,,,
7790,SAUNDER JONES,,,,,,,,
7791,MARCILLE ELLIS,,,,,,,,
7792,MADDY WALKER,,,,,,,,
7793,SHAMEEM BEYDOUN,,,,,,,,
7794,CINDA MACLEOD,,,,,,,,
7795,KAFEEL SANI,,,SANIA ,89,,,,
7796,STONEWALL INSURANCE CO,,,MOALLEM INSURANCE CO. ,85,,,,
7797,DEV SMITH,,,,,,,,
7798,FAIZAN GHANEM,,,,,,,,
7799,GHARAM JAFFER,,,,,,,,
7800,MUEEN BAIG,,,,,,,,
7801,BANDAR ABDELLA,,,,,,,,
7802,ROCKHILL INSURANCE COMPANY,,,,,,,,
7803,ABDUL WALIY AMEEN,,,,,,,,
7804,TAMEEZ FARAJ,,,,,,,,
7805,KHALDUN RAHAIM,,,,,,,,
7806,SALAIDH PATERSON,,,,,,,,
7807,W.C. BOGGS & CO. ,,,,,,,,
7808,MUBASHIR SAAH,,,,,,,,
7809,BRANDER RODRIGUEZ,,,,,,,,
7810,NYLIFE INSURANCE CO OF AZ,,,,,,,,
7811,MAHNEERAH KAMALI,,,,,,,,
7812,GABRIELL SINGH,,,,,,,,
7813,GARTH ROBERTS,,,,,,,,
7814,FENELIA GREEN,,,,,,,,
7815,BALIGH SESAY,,,,,,,,
7816,MUJAHID YAMIN,,,,,,,,
7817,FARIS KOROMA,,,,,,,,
7818,KASPER EDWARDS,,,,,,,,
7819,THAMAN MOWAD,,,,,,,,
7820,ABUL-HASSAN ISMAIL,,,,,,,,
7821,ARTE MACLEOD,,,,,,,,
7822,FAHMI MANSUR,,,,,,,,
7823,ABDUL RAZZAQ MATIN,,,,,,,,
7824,MIMAR FARID,,,,,,,,
7825,NAJAM ABDELLA,,,,,,,,
7826,BERTY WILLIAMS,,,,,,,,
7827,"UNITED GROUP PROGRAMS, INC.",,,,,,,,
7828,TALIBAH ABBASI,,,ABBA ,100,,,,
7829,RASHAD SAIDI,,,,,,,,
7830,KOREY BROWN,,,,,,,,
7831,ALLIED BRITISH PLASTICS ,,,,,,,,
7832,GIUSTINO ROBERTS,,,,,,,,
7833,MUNIF KABA,,,,,,,,
7834,SHASMEEN SHAKOOR,,,,,,,,
7835,FAREES WAKIM,,,,,,,,
7836,ABDUL WARITH RASHID,,,,,,,,
7837,NICOLLE COOPER,,,,,,,,
7838,BAYAN AWAN,,,,,,,,
7839,DONNIE MARTINEZ,,,ARTIN ,100,,,,
7840,SADID SOLIMAN,,,,,,,,
7841,AXIS SPECIALTY INSURANCE COMPANY,,,,,,,,
7842,SAFI YOUSIF,,,,,,,,
7843,TAGRUATO ,,,,,,,,
7844,HASHID BACHO,,,,,,,,
7845,ACE FIRE UNDERWRITERS INS CO,,,,,,,,
7846,PAQUITO PATERSON,,,,,,,,
7847,ABDUL AFUW PARSA,,,,,,,,
7848,RUFAIDAH SAFI,,,,,,,,
7849,BORG TAYLOR,,,,,,,,
7850,HAIDER MAHDAVI,,,,,,,,
7851,ELLWOOD RITCHIE,,,,,,,,
7852,FREDERIC WILSON,,,,,,,,
7853,NUSAYB SOLTANI,,,,,,,,
7854,DULCIA WILLIAMS,,,,,,,,
7855,MAMOON SEMAAN,,,HAMOON SEPAHAN INVESTMENT ,85,,,,
7856,AZAAN HAMIDI,,,,,,,,
7857,MIHYAR SABIR,,,,,,,,
7858,MUFTI NAWAZ,,,,,,,,
7859,STANLY SMITH,,,,,,,,
7860,ABDUL ALEEM JAMAIL,,,,,,,,
7861,NABIGHAH ABDELLA,,,,,,,,
7862,SHARAFAT DAOUD,,,,,,,,
7863,NAJAF SAFAR,,,,,,,,
7864,MICHAEL ROBERTS,,,,,,,,
7865,HOYT THOMAS,,,,,,,,
7866,ISMAT ABED,,,,,,,,
7867,VIC GRIFFITHS,,,,,,,,
7868,SHAYAN SAEED,,,SHAYAN 1 ,88,,,SHAYAN 1 ,86
7869,ABUL-HASSAN AMBER,,,,,,,,
7870,NAUREEN EDRIS,,,,,,,,
7871,SHARAHEEL ABOOD,,,,,,,,
7872,UNION CENTRAL LIFE INS CO,,,,,,,,
7873,MUSLIMAH ISHAK,,,,,,,,
7874,NAHLEEJAH RAUF,,,,,,,,
7875,AFIF HOSSAIN,,,,,,,,
7876,MUFEED MOHAMMED,,,,,,,,
7877,ABDUL WALIY HAMEED,,,,,,,,
7878,CINDELYN SMITH,,,,,,,,
7879,BULHUT SALEK,,,,,,,,
7880,AMANDA JONES,,,,,,,,
7881,CLIM ROBERTS,,,,,,,,
7882,FARWAH SAEED,,,,,,,,
7883,RAFEE DALLAL,,,,,,,,
7884,ABDUL ALIM SAAB,,,,,,,,
7885,ALI HASSAN CHEAITELLY SAHELI,,,,,,,"CHEAITELLY SAHELI, ALI HASSAN; CHEAITELLI, HASSAN;  CHEAITELLY, ALEX",100
7886,KERBY DAVIES,,,,,,,,
7887,CRISSY HALL,,,,,,,,
7888,NOLL CLARKE,,,,,,,,
7889,HANS JONES,,,,,,,,
7890,CHROTOEM SMITH,,,,,,,,
7891,VINNY JOHNSON,,,,,,,,
7892,ESSEX INSURANCE COMPANY,,,,,,,IRAN INSURANCE COMPANY; BIMEH IRAN; ,85
7893,ELISHA WARD,,,,,,,,
7894,BARIRAH SALEM,,,,,,,,
7895,UMARAH GHAFFARI,,,MARA ,100,,,,
7896,NAEEM ZAHRA,,,,,,,,
7897,DIRAR WAHEED,,,,,,,,
7898,HABIS HANNAN,,,,,,,,
7899,MAUREEN SMITH,,,,,,,,
7900,ABDUL QUDDUS HAI,,,,,,,,
7901,ZUBAYR EID,,,,,,,,
7902,ROD MOORE,,,,,,,,
7903,DALLON DAVIES,,,,,,,,
7904,ORRIN SMITH,,,,,,,,
7905,SAYYID ULLAH,,,,,,,,
7906,DABBAH SAMARA,,,ABBA ,100,,,,
7907,YAFI MINA,,,,,,,,
7908,AQEEL ABDULAZIZ AL-AQIL,,,"AL-AQIL, AQEEL ABDULAZIZ AQEEIL; AL-AQIL, AQEEL ABDULAZIZ; ALAQEEL, AQEEL ABDULAZIZ A.; ",87,,,"AL-AQIL, AQEEL ABDULAZIZ AQEEIL; AL-AQIL, AQEEL ABDULAZIZ; ALAQEEL, AQEEL ABDULAZIZ A.; ",100
7909,CHARISSA JONES,,,,,,,,
7910,JABIR KABIR,,,,,,,,
7911,TAHOOR LODI,,,,,,,,
7912,LAFAYETTE LIFE INSURANCE CO,,,,,,,,
7913,MIDSTATES REINSURANCE CORP,,,,,,,,
7914,AASHIR SULAIMAN,,,,,,,,
7915,THADEUS JONES,,,,,,,,
7916,RICKERT MORRIS,,,,,,,,
7917,AAHIL SALAME,,,,,,,,
7918,MASUN LONE,,,,,,,,
7919,ABD AL-ALA SROUR,,,OURA ,86,,,,
7920,SAGICOR ALLNATION INSURANCE CO,,,,,,,,
7921,SAHIB OZER,,,,,,,,
7922,GAELAN WILLIAMS,,,,,,,,
7923,BASIR HAKIM,,,,,,,,
7924,BALIGH ABBASI,,,ABBA ,100,,,,
7925,JESSELYN EDWARDS,,,,,,,,
7926,RAJA MOGHADDAM,,,,,,,,
7927,FARAZ SAMARA,,,MARA ,100,,,,
7928,BEALE SMITH,,,,,,,,
7929,OLIVERO PATERSON,,,,,,,,
7930,DAMON BROWN,,,,,,,,
7931,FAIZAH FAWAZ,,,,,,,,
7932,CORDY JONES,,,,,,,,
7933,PETER WILLIAMS,,,,,,,,
7934,ALDRIDGE SMITH,,,,,,,,
7935,THE REGAL BEAGLE ,,,,,,,,
7936,TAWSEEF AMIR,,,,,,,,
7937,WYNDHAM JONES,,,,,,,,
7938,SHAHNAWAZ MALAK,,,,,,,,
7939,ROCKWELL EVANS,,,,,,,,
7940,CLARENDON NATIONAL INS CO,,,,,,,,
7941,MALIKA MOHAMMAD,,,"ISHAQ, MALIK; ISHAQ, MOHAMMED; ISHAQ, MALIK MOHAMMED; ",87,,,"WALI, MOHAMMAD ",86
7942,TRIUMPHE CASUALTY COMPANY,,,,,,,,
7943,LONNY DAVIES,,,,,,,,
7944,VASSILY COLLINS,,,,,,,,
7945,WARNER BROWN,,,,,,,,
7946,RISAY DALLAL,,,,,,,,
7947,LCY AMPARO VARGAS NUNEZ,,,,,,,"VARGAS NUNEZ, LUCY AMPARO; VARGAS DE CUADROS, LUCY AMPARO; ",90
7948,AFTAB KABA,,,,,,,,
7949,FAYD KANAN,,,,,,,,
7950,WAKIL RAYES,,,,,,,,
7951,IMTIYAZ HASSAN,,,YAZ ,100,,,,
7952,ABDUL SALAM NAIM,,,,,,,,
7953,SAEED SAFI,,,"AL-OMGY, SAID SALIH ABD-RABBUH; AL-OMQY, SAEED SALIH ABED RABBO; AL-OMQI, SAEED SALIH ABD-RABBOH; AL-UMQI, SAID SALAH ABD-RABBUH; AL-UMQY, SAID SALEH ABD-RABBU; AL-UMGY, SAEED SALEH ABD-RABBUH; AL-OMAQI, SAEED SALAH ABED RABBOH; AL-UMAQY, SAEED SALEH ABD-RABBUH; ALOMGY, SAID SALEH ABED RUBBAH; AL-AMQI, SAID SALIH ABD-RABBUH; AL-OMQI, SAEED SALIH ABDRABAH; ",90,,,,
7954,ATIF JAMA,,,,,,,,
7955,KHULUS GHATTAS,,,,,,,,
7956,GAIL CARTER,,,,,,,,
7957,HUMFRID BROWN,,,,,,,,
7958,SHIHAAM DIAB,,,,,,,,
7959,AISHAH SAIDI,,,,,,,,
7960,BELTRAN JACKSON,,,,,,,,
7961,ABDUS YAMIN,,,AMINA ,89,,,,
7962,BEHZAD PASHIA,,,SHIBA ,89,,,,
7963,UBAYD ABDUL,,,,,,,,
7964,CELLE MCDONALD,,,,,,,,
7965,ISAAK HERNANDEZ,,,ASOCIACION TURISTICA INTERNACIONAL S.C.S.; LUIS A. HERNANDEZ Z Y CIA. S.C.S.; ,87,,,,
7966,ABDUL-ALEEM MOURAD,,,OURA ,100,,,,
7967,JULIETA SMITH,,,,,,,,
7968,BADR AL DIN JAVID,,,BADR ,100,,,BADR ,100
7969,NAWAZ ABDO,,,,,,,,
7970,ALHENA NOUR,,,OURA ,86,,,,
7971,ABDUL-QAADIR SABA,,,,,,,,
7972,NAJAIR MATTAR,,,,,,,,
7973,BERTI JONES,,,,,,,,
7974,IQRIT KHAWAJA,,,,,,,,
7975,ABDUL BAARI MUSSA,,,,,,,,
7976,NICOLA BELL,,,BELLA ,89,,,,
7977,KAMRAN SHAKOOR,,,,,,,,
7978,PAUL WILLIAMS,,,,,,,,
7979,UNITED HEALTHCARE INS CO,,,,,,,,
7980,CORNIE DAVIES,,,,,,,,
7981,ZAHRAH FIRMAN,,,,,,,,
7982,WILONE EDWARDS,,,,,,,,
7983,TRIP HILL,,,,,,,,
7984,CECILIO TAYLOR,,,,,,,,
7985,ISHAQ HALABY,,,,,,,,
7986,PATRICK WATT,,,,,,,,
7987,NORBERT THOMAS,,,,,,,,
7988,PHILLIPE PATEL,,,,,,,,
7989,SADAD HAMAD,,,,,,,,
7990,FRANNIE JONES,,,,,,,,
7991,KHUBAYB YOUSUF,,,,,,,,
7992,FRAZIER LEWIS,,,,,,,,
7993,IQRIT SADEK,,,,,,,,
7994,ADEEM SHARIFI,,,,,,,,
7995,SHADAB SAMARA,,,MARA ,100,,,,
7996,MATTY JONES,,,,,,,,
7997,HILLIARD WILLIAMS,,,,,,,,
7998,FARHAN GULER,,,,,,,,
7999,SHAW RODRIGUEZ,,,,,,,,
8000,ABDUL NUR ABDI,,,"SHALAN, ABD AL NUR; SHA'LAN, ABDUL NUR ALI; SHALAN, ABD AL NUR ALI; SHALAN, ABDUL-NUR ALI; CHAALAN, ABDUL NUR ALI; SHAALAN, ABDUL NUR ALI; ",86,,,,
8001,GUILFORD INSURANCE COMPANY,,,,,,,,
8002,ABDUL LATEEF SHAHAN,,,,,,,,
8003,GHASSAN TABATABAI,,,,,,,,
8004,ZIAD FARIS,,,ARIES ,89,,,,
8005,SAFWANA BACHO,,,,,,,,
8006,METROPOLITAN PROP & CAS CO,,,,,,,,
8007,ABDUL HALEEM MAHDI,,,,,,,,
8008,GHAZALAH KHALAF,,,,,,,,
8009,EVANGELINA SMITH,,,,,,,,
8010,SAY DOCHERTY,,,,,,,,
8011,BROCK TAYLOR,,,,,,,,
8012,FAIZ SHAMS,,,,,,,,
8013,"ALWAYSCARE BENEFITS, INC.",,,,,,,,
8014,KARA-LYNN SMITH,,,,,,,,
8015,NUH REZA,,,,,,,,
8016,ANTONIA HILL,,,,,,,,
8017,WAIL MASOOD,,,,,,,,
8018,UMRAN HUDA,,,,,,,,
8019,ADRIEN JOHNSON,,,,,,,,
8020,MARLO ALLEN,,,,,,,,
8021,NILEIN INDUSTRIAL DEVELOPMENT BANK (SUDAN),,,,,,,INDUSTRIAL BANK ,100
8022,HERBERT POWELL,,,,,,,,
8023,CROWN LIFE INSURANCE CO,,,,,,,TRUST LIFE INSURANCE COMPANY S.A.L.; TRUST LIFE INSURANCE CO SAL; ,85
8024,VASSILY LEWIS,,,,,,,,
8025,ZAEEM SAAB,,,,,,,,
8026,SASCHA DAVIES,,,,,,,,
8027,LAMBERT BROWN,,,,,,,,
8028,ABBY JONES,,,,,,,,
8029,HERBY SMITH,,,,,,,,
8030,CENTRE INSURANCE COMPANY,,,,,,,,
8031,SHAN HUSSAIN,,,"TABAJA, HASSAN; TABAJA, HASAN; TABAJA, HASSAN HUSSAIN; TABAJA, HASAN HUSAYN; ",92,,,,
8032,SHAZMAH SAMAD,,,,,,,,
8033,JHON QFREDDY MANCO TOORRES,,,,,,,"MANCO TORRES, JHON FREDDY ",96
8034,FASAHAT AMAN,,,,,,,,
8035,URBANO TAYLOR,,,,,,,,
8036,LIBERTY INS UNDERWRITERS INC,,,,,,,,
8037,ABDUL MUGHNI BADDOUR,,,,,,,,
8038,AETNA HEALTH INSURANCE COMPANY,,,MELLAT INSURANCE COMPANY ,88,,,,
8039,AJAX,,,,,,,,
8040,ADRIAN''S ,,,"KHAN, SHAHBAZ; KHAN GALAT KHAN, SHAHBAZ; KHAN ZADRAN, SHAHBAZ; KOOCHI, SHAHBAZ; ZADRAN, SHABBAZ; ZADRAN, HAJI SHABAZ; ZADRAN, HAJI SHAHBAZ; HAN, CELLAT; HAN, SAHBAZ; KOCHI, HAJI SHAHBAZ KHAN; KHAN JALAT KHAN, SHAHBAZ;  HAJI SHAHBAZ KOOCHI; HAJI SHAHBAZ; HAJI SHABBAZ.",89,,,"TRINIDAD, ANGELO RAMIREZ; TRINIDAD Y RAMIREZ, ANGELO; TRINIDAD, KHALIL; TRINIDAD, KHULIL; TRINIDAD, ABU KHALIL; TRINIDAD, CALIB; TRINIDAD, KALIB; TOMAS, ADRIAN; ",86
8041,LEMUEL WATKINS,,,,,,,,
8042,ABDUL RAHIM MOHAMED,,,"JAFFAR 'ALI, 'ABD AL-RAHMAN MUHAMMAD; JAFFIR, 'ABD AL-RAHMAN MUHAMMAD; JAFIR 'ALI, 'ABD AL-RAHMAN MUHAMMAD; JAFFIR ALI, ABD AL-RAHMAN; JAFFER ALI, ABDUL RAHMAN MOHAMED; JAFFAR, ABDULRAHMAN MOHAMMAD;  ABU MUHAMMAD AL-KHAL; ALI AL-KHAL.",89,"ABDUL RAHIM, ALI MOHAMAD ",86,"ABDUL RAHIM, ALI MOHAMAD ",86
8043,UWAYAM IMAN,,,,,,,,
8044,JUNAYD IRANI,,,,,,,,
8045,PEADAR WALKER,,,,,,,,
8046,"HEALTHCARE DELAWARE, INC.",,,,,,,,
8047,SHARIQAH AMIN,,,,,,,,
8048,MUAWIYAH SHARAF,,,,,,,,
8049,FAROOQ ABDUL,,,,,,,,
8050,SAHAB SHAH,,,,,,,,
8051,SUMMAR FARID,,,,,,,,
8052,SOMPO JAPAN INS CO OF AMER,,,,,,,,
8053,ELIAS SMITH,,,,,,,,
8054,EVITA SMITH,,,,,,,,
8055,IAIN TAYLOR,,,,,,,,
8056,IQRAAM FARHA,,,,,,,,
8057,SHEZAN POUR,,,OURA ,86,,,,
8058,SADAD MOHAMMADI,,,"GOLPAYEGANI, MOHAMMAD MOHAMMADI ",87,,,,
8059,HASHMAT ABBASI,,,ABBA ,100,,,,
8060,FRUTAS EXOTICAS COLOMBIANOS S.A.,,,FRUTAS EXOTICAS COLOMBIANOS S.A.; FREXCO S.A.; ,100,FRUTAS EXOTICAS COLOMBIANOS S.A.; FREXCO S.A.; ,85,FRUTAS EXOTICAS COLOMBIANOS S.A.; FREXCO S.A.; ,100
8061,CLARE EDWARDS,,,,,,,,
8062,SUUD SALIH,,,,,,,,
8063,ABDUL SAMI HAMDAN,,,HAMD ,100,,,,
8064,SAAFIR MADY,,,,,,,,
8065,ANDEREA SHAW,,,,,,,,
8066,KNOX JONES,,,,,,,,
8067,TASAWWAR ATTAR,,,,,,,,
8068,GIBBY ELLIS,,,,,,,,
8069,THORNDIKE THOMAS,,,,,,,,
8070,HUMZA HANA,,,,,,,,
8071,ANTHONY REILLY,,,,,,,,
8072,WAHHAB BANGURA,,,,,,,,
8073,HASHIR MESKIN,,,,,,,,
8074,SHARMIN ISHAK,,,,,,,,
8075,BURT MACLEOD,,,,,,,,
8076,AKEEM RAHMAN,,,,,,,,
8077,WYALPHA EFFORT LIMITED,,,,,,,,
8078,SHELTON JACKSON,,,,,,,,
8079,MUBARAQ MOHAMAD,,,,,,,,
8080,AMERICAN REPUBLIC INS CO,,,,,,,,
8081,KAJJI ABOUD,,,,,,,,
8082,ELIANORA SMITH,,,,,,,,
8083,OLAG HAMMOND,,,,,,,,
8084,ABDUL HAQQ KHATIB,,,,,,,,
8085,RAASHID AZER,,,,,,,,
8086,HAYFA SHAHID,,,,,,,,
8087,HUMRA SAFI,,,,,,,,
8088,NUHAID KHATIB,,,,,,,,
8089,MAYYASAH RAAD,,,,,,,,
8090,RABEE HANA,,,,,,,,
8091,NUR AL DIN SALAME,,,,,,,"NASR AL DIN, GHAZI; NASR AL-DIN, HAJJ GHAZI 'ATIF; NASSEREDINE, HAJ GHAZI; NASSEREDDINE, GHAZI; NASSERIDINE, GAZI; NASSER EL-DIN, GAZI; NASSER AL-DIN, GHAZIL; NASSEREDDINE, HAJ GHAZZI; NASSERDDINE, GHASSAN ATTEF SALAME; NASR EL DIN GHASSAN, GHASSAN; NASSERDDINE, GHAZI; NASRALDINE, GHAZI 'ATEF; NASSERDINE GHASAN, ATEF SALAMEH; ",87
8092,RIYASAT NAWAZ,,,,,,,,
8093,MUHTADI ANSARI,,,,,,,,
8094,ANIYA RADWAN,,,,,,,,
8095,AMERICAN SPECIALTY HEALTH INS CO,,,,,,,,
8096,MUZHIR ABDUL,,,,,,,,
8097,ABDUL TAWWAB HASHEM,,,,,,,,
8098,SANSON ROBERTS,,,,,,,,
8099,FREEDOM LIFE INS CO OF AMERICA,,,,,,,,
8100,CARLETON BROWN,,,,,,,,
8101,WORTHY TAYLOR,,,,,,,,
8102,STUART SMITH,,,,,,,,
8103,RAGHID SHARIF,,,,,,,,
8104,CARDIF PROPERTY & CASUALTY INS CO,,,,,,,,
8105,MADIHA JAFARI,,,,,,,,
8106,DAUD ANWAR,,,,,,,,
8107,NAJIB HAMED,,,,,,,,
8108,MUNDHIR EL-SAYED,,,,,,,,
8109,THATHERTON FUELS,,,,,,,,
8110,ISAM SAAB,,,,,,,,
8111,SAUD ABDOO,,,,,,,,
8112,CAROLANN BATES,,,,,,,,
8113,ARIF MOURAD,,,OURA ,100,,,,
8114,"AVON LONG TERM CARE LEADERS, LLC",,,,,,,,
8115,ELBERT HUSSAIN,,,,,,,,
8116,ABDUL-LATEEF MINA,,,,,,,,
8117,NAWAL ABDELNOUR,,,OURA ,86,,,,
8118,LANNY SMITH,,,,,,,,
8119,KALLE TAYLOR,,,,,,,,
8120,WASHINGTON NATIONAL INS CO,,,,,,,,
8121,KHALIDAH MUSSA,,,,,,,,
8122,PUTNEM DAVIES,,,,,,,,
8123,STEPHEN MCMILLAN,,,,,,,,
8124,SHEZAN ABAD,,,BADR ,86,,,,
8125,KHAIRI SALIM,,,,,,,,
8126,HERMY WOOD,,,,,,,,
